Name,Country_of_Operator,Operator_Owner,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
Measat 3 (Malaysia East Asia Sat 3),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,NaN,35778,35794,0.00019,1436.1,4900,3220,10800,39062,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton M,JM/12_08,1.597674397,0
Measat 3A (Malaysia East Asia Sat 3A),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,NaN,35728,35788,0.00071,1434.6,2417,NaN,NaN,39985,15,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit 3SLB,SC - ASCR,1.596976266,0.000698132
Megha-Tropiques,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Science,LEO,NaN,853,868,0.00104,102.2,1000,NaN,NaN,40828,5,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,NaN,0.34906585
"Mercury 1 (Advanced Vortex 1, USA 105)",USA,National Reconnaissance Office (NRO)/USAF,Military,Surveillance,GEO,NaN,35598,35976,0.00448,1436.13,8000,4000,NaN,34573,NaN,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,JM/12_08,-0.487819526,0.089011792
"Mercury 2 (Advanced Vortex 2, USA 118)",USA,National Reconnaissance Office (NRO)/USAF,Military,Surveillance,GEO,NaN,33674,37900,0.05012,1436.12,8000,4000,NaN,35179,NaN,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,JM/12_08,-0.410326907,0.127932634
Meridian-3,Russia,Military Space Forces (VKS),Military,Communications,Elliptical,Molniya,961,39388,0.72382,645.98,2500,NaN,NaN,40484,NaN,PO Polyot,Russia,Plesetsk Cosmodrome,Soyuz 2-1A,SC - ASCR,NaN,1.09606677
Meridian-4,Russia,Military Space Forces (VKS),Military,Communications,Elliptical,Molniya,964,39396,0.72377,717.88,2500,NaN,NaN,40667,NaN,PO Polyot,Russia,Plesetsk Cosmodrome,Soyuz 2-1A,SC - ASCR,NaN,1.09606677
Meridian-6 (Meridian 16L),Russia,Military Space Forces (VKS),Military,Communications,Elliptical,Molniya,1006,39362,0.72223,718.04,NaN,NaN,NaN,41227,NaN,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Soyuz 2-1A,SC - ASCR,NaN,1.09484504
Meteor-M (Meteor-M1),Russia,Russian Federal Service For Hydrometeorology and Environmental Monitoring (ROSHYDROMET),Government,Meteorology,LEO,Polar,818,820,0.00014,101.3,2700,NaN,NaN,40073,5,VNIIEM,Russia,Baikonur Cosmodrome,Soyuz 2-1B,www.satellitedebris.net 12/12,NaN,1.720894642
"Meteosat 10 (MSGalaxy-3,MSG 3)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Science/Meteorology,GEO,NaN,35784,35791,8.00E-005,1436.15,2000,NaN,NaN,41095,7,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,ZARYA,NaN,0.031415927
Meteosat 7 (MTP 1),Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Science/Meteorology,GEO,NaN,35770,35797,0.00032,1435.96,696,320,200,35675,5,Alcatel,France,Guiana Space Center,Ariane 5,JM/12_08,-1.009672972,0.082205008
"Meteosat 8 (MSGalaxy-1, MSG-1)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Science/Meteorology,GEO,NaN,35781,35793,0.00014,1436.1,2000,1000,700,37489,12,Alcatel,France,Guiana Space Center,Ariane 5,JM/12_08,0.161792022,0.008028515
"Meteosat 9 (MSGalaxy-2, MSG 2)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Government/Civil,Earth Science/Meteorology,GEO,NaN,35775,35795,0.00024,1436,2000,1000,700,38707,12,Alcatel/Alenia Space,France/Italy,Guiana Space Center,Ariane 5G,JM/12_08,-0.000349066,0.005061455
MetOp-A (Meteorological Operational satellite),Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Government/Civil,Earth Science/Meteorology,LEO,Polar,820,821,7.00E-005,101.3,4193,3750,NaN,39009,5,EADS-Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Soyuz-Fregat (Soyuz 2),www.satellitedebris.net 12/12,NaN,1.722639972
MetOp-B (Meteorological Operational satellite),Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Government/Civil,Earth Science/Meteorology,LEO,Polar,819,822,0.00021,101.3,4085,NaN,NaN,41169,5,EADS-Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Soyuz 2-1A,SC - ASCR,NaN,1.722639972
Mexsat-3 (Mexsat Bicentenario),Mexico,Secretaria de Comunicaciones y Transportes (SCT),Government/Military,Communications,GEO,NaN,35784,35791,8.00E-005,1436.16,2900,NaN,3500,41262,15,Orbital Sciences Corp.,USA,Guiana Space Center,Atlas 5 ECA,SC - ASCR,-2.005383311,0.00122173
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,NaN,35754,35819,0.00077,1436.13,4536,NaN,8000,34372,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Titan 4A,JM/12_08,-0.678933079,0.104545222
"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,NaN,35765,35809,0.00052,1436.13,4536,NaN,8000,35009,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Titan 4A,JM/304,0.068765973,0.006108652
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,NaN,35764,35768,5.00E-005,1435.04,4536,NaN,8000,36949,12,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Titan 4B,JMSatcat10_06,-1.185078562,0.078539816
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",USA,US Air Force,Military,Communications,GEO,NaN,35753,35820,0.00079,1436.12,4536,NaN,8000,37272,0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Titan 4B,JM/304,0.068416907,0.060213859
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),USA,US Air Force,Military,Communications,GEO,NaN,35768,35806,0.00045,1436.13,4536,NaN,8000,37719,12,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Titan 4B,JM/12_08,-1.570447261,0.0143117
"MiRÊÊ(Mikhail Reshetnev [MiR], Yubileiny-2/RS-40)",Russia,Joint Stock Company-Information Satellite Systems,Civil,Earth Observation/Technology Development,LEO,NaN,1481,1510,0.00184,115.9,65,35,40,41118,1,Joint Stock Company-Information Satellite Systems/Siberian State Aerospace University (SibSAU),Russia,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,NaN,1.439896633
MKA-FKI-1 (Zond PP),Russia,Lavochkin Research and Production Association (Lavochkin NPO),Government,Remote Sensing/Earth Science,LEO,Sun-Synchronous,805,821,0.00111,101.2,110,NaN,220,41112,3,Lavochkin NPO,Russia,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,1.72613063
MOST (Microvariability & Oscillations of STars),Canada,Canadian Space Agency,Government,Astrophysics,LEO,Sun-Synchronous,817,832,0.00104,101.4,53,53,35,37802,1,Dynacon Inc./University of Toronto Institute for Aerospace Studies/University of British Columbia,Canada,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,NaN,1.722639972
Mozhayets 4 (RS-22),Russia,Mozhaisky Space Engineering Academy,Civil,Technology Development,LEO,Sun-Synchronous,669,690,0.00149,98.3,64,NaN,NaN,37891,NaN,Mozhaiskiy Space Engineering Academy,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,NaN,1.706932008
MSAT 1,USA/Canada,Mobile Satellite Ventures,Commercial,Communications,GEO,NaN,35763,35809,0.00055,1436.09,2850,1330,3300,35175,12,Spar Aerospace,Canada,Guiana Space Center,Ariane 42P,JM/12_08,-1.857553923,0.023911011
"MSAT 2 (AMSC-1, ACTel-1)",USA/Canada,Mobile Satellite Ventures,Commercial,Communications,GEO,NaN,35776,35796,0.00024,1436.09,2850,1330,3300,34796,10,Hughes Communications Inc.,USA,Cape Canaveral,Atlas 2A,JM/12_08,-1.766447736,0.070162236
MTI (Multispectral Thermal Imager),USA,US Department of Energy/Office of Nonproliferation and National Security,Government/Military,Technology Development,LEO,Sun-Synchronous,500,525,0.00182,94.9,587,NaN,575,36597,3,Ball Aerospace/TRW/Raytheon,USA,Vandenberg AFB,Taurus,JMSatcat1104,NaN,1.699950691
MTSAT-1R (Himawari 6),Japan,Japanese Ministry of Transport/Japan Meteorological Agency,Government,Meteorology/Navigation,GEO,NaN,35778,35796,0.00021,1436.1,2900,1250,2700,38409,5,Space Systems/Loral,USA,Tanegashima Space Center,H-2A,JM/12_08,2.444682683,0.00122173
MTSAT-2 (Multi-Functional Transport Satellite),Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Meteorology,GEO,NaN,35776,35797,0.00025,1436.1,2900,1250,2700,38766,5,Mitsubishi Electric/Boeing/Alcatel,Japan,Tanegashima Space Center,H-2A,JM/12_08,2.531774613,0.000174533
MUOS-1 (Mobile User Objective System 1),USA,DoD/US Navy,Military,Communications,GEO,NaN,35800,35800,0,1436.1,6804,NaN,NaN,40963,0.5,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 5,Estimated,NaN,NaN
MUOS-2 (Mobile User Objective System 2),USA,DoD/US Navy,Military,Communications,GEO,NaN,35800,35900,0.00118,1436.1,6804,NaN,NaN,41474,0.5,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 5,Estimated,NaN,NaN
Nanosat-1,Spain,Instituto Nacional de Tcnia Aeroespacial (INTA),Government,Communications,LEO,Polar,654,659,0.00036,97.9,20,15,20,38339,NaN,Instituto Nacional de Tcnia Aeroespacial (INTA),Spain,Guiana Space Center,Ariane 5G,www.satellitedebris.net 12/12,NaN,1.717403984
Nanosat-1B,Spain,Instituto Nacional de Tcnia Aeroespacial (INTA),Government,Communications/Technology Development,LEO,Polar,583,672,0.00636,97.3,20,15,20,40023,NaN,Instituto Nacional de Tcnia Aeroespacial (INTA),Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,NaN,1.712167996
NATO 4-B (USA 98),United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,NaN,35775,35795,0.00024,1436.04,1430,660,1200,34311,7,Matra Marconi,France,Cape Canaveral,Delta 2,JM/12_08,-0.611737903,0.127932634
"Navstar GPS II-10 (Navstar SVN 23, PRN 32,  USA 66)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19781,20582,0.01508,717.94,1816,844,700,33203,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,NaN,NaN,0.973544657
"Navstar GPS II-14 (Navstar SVN 26, PRN 26, USA 83)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19959,20403,0.00836,717.93,1816,844,700,33792,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS II-21 (Navstar SVN 39, PRN 09, USA 92)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20120,20244,0.00234,717.97,1816,844,700,34146,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.954695101
"Navstar GPS II-23 (Navstar SVN 34, PRN 04, USA 96)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20104,20260,0.00294,717.97,1816,844,700,34268,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS II-24 (Navstar SVN 36, PRN 06, USA 100)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19986,20315,0.0062,716.69,1816,844,700,34403,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS II-25 (Navstar SVN 33, PRN 03, USA 117)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20080,20284,0.00384,717.97,1816,844,700,35152,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.954695101
"Navstar GPS II-26 (Navstar SVN 40, PRN 10, USA 126)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20134,20227,0.00175,717.91,1816,844,700,35262,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS II-28 (Navstar SVN 38, PRN 08, USA 135)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19912,20449,0.01011,717.91,1816,844,700,35740,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS II-35 (Navstar SVN 35, PRN 30, USA 94)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20109,20257,0.00279,718.01,1816,844,700,34211,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.95644043
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20188,20224,0.00068,718.94,1630,NaN,NaN,40326,12,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,SC - ASCR,NaN,0.959931089
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20451,20464,0.00024,729.18,1630,NaN,NaN,40740,12,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,SC - ASCR,NaN,0.960454687
"Navstar GPS IIF-3 (Navstar SVN 65, USA 239)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20174,20191,0.00032,718,1630,NaN,1136,41186,10,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,SC - ASCR,NaN,0.959058424
"Navstar GPS IIF-4 (Navstar SVN 66, USA 242)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20184,20247,0.00118,719.32,1630,NaN,1136,41409,10,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,SC - ASCR,NaN,0.961501885
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19963,20327,0.00686,716.47,2217,980,1136,37976,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.961676418
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20089,20276,0.00352,717.98,2217,980,1136,38066,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20072,20292,0.00414,717.96,2217,980,1136,38161,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.966388807
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19938,20426,0.00919,718,2217,980,1136,38297,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,GS,NaN,0.95644043
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20123,20247,0.00233,718.09,2217,980,1136,35634,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20096,20268,0.00324,717.97,2217,980,1136,36440,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.925024504
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20133,20234,0.0019,718.03,2217,980,1136,36657,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20184,20427,0.00455,722.98,2217,980,1136,36723,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20177,20498,0.00601,724.28,2217,980,1136,36840,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20104,20266,0.00305,718.09,2217,980,1136,36921,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20155,20344,0.00355,720.71,2217,980,1136,37650,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20063,20433,0.00695,720.65,2217,980,1136,37711,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20142,20221,0.00149,717.95,2217,980,1136,38621,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.961327352
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20020,20342,0.00606,717.93,2060,NaN,NaN,38985,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.958883891
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20206,20366,0.003,722.19,2060,NaN,NaN,39038,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.960280154
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20149,20213,0.00121,717.93,2217,980,1136,39372,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,NaN,NaN,0.95644043
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20150,20311,0.00303,719.92,2060,NaN,NaN,39436,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.959232957
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20135,20152,0.00032,716.4,2217,980,1136,39522,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.961676418
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20160,20209,0.00092,718.07,2059,980,1136,40042,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.962025484
NEOSSatÊ(Near Earth Object Surveillance Satellite),Canada,Canadian Space Agency,Government,Space Observation,LEO,Sun-Synchronous,772,786,0.00098,100.4,74,NaN,NaN,41330,NaN,Microsat Systems Canada Inc.,Canada,Satish Dhawan Space Center,PSLV,SC - ASCR,NaN,1.720894642
NFIRE (Near Field InfraRed Experiment),USA,Missile Defense Agency,Military,Technology Development,LEO,NaN,398,405,0.00052,97.6,494,NaN,NaN,39196,NaN,General Dynamics,USA,Wallops Island Flight Facility,Minotaur 1,www.satellitedebris.net 12/12,NaN,0.841248699
NigComSat-1R,Nigeria,NigComSat,Commercial,Communications,GEO,NaN,35793,35795,2.00E-005,1436.1,5150,NaN,NaN,40894,15,China Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3B,NaN,0.741764932,0.003490659
NigeriaSat-2,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation,LEO,Sun-Synchronous,691,705,0.00099,98.7,300,NaN,NaN,40772,7,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Dombarovsky Launch Facility,Dnepr 1,www.satellitedebris.net 12/12,NaN,1.713913325
Nigeriasat-X,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,661,696,0.00248,98.3,100,NaN,NaN,40772,NaN,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Dombarovsky Launch Facility,Dnepr 1,www.satellitedebris.net 12/12,NaN,1.713913325
Nilesat 102,Egypt,Egyptian Radio and TV Union,Government,Communications,GEO,NaN,35764,35808,0.00052,1436.08,1825,810,3700,36755,15,Matra Marconi,France,Guiana Space Center,Ariane 44LP,JM/12_08,-0.122696646,0.000523599
